sample_order,sample_id,dataset.code_ascii_txt,id.layer_uuid_txt,id.scan_local_c,scan.mir.model.name_utf8_txt,scan.mir.model.code_any_txt,scan.mir.method.preparation_any_txt,scan.mir.license.title_ascii_txt,scan.mir.license.address_idn_url,scan.mir.doi_idf_url,N,P,K
792,f484674f48913e5079150d0b44a0abef,LUCAS.WOODWELL.SSL,f484674f48913e5079150d0b44a0abef,11740,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.11,0.0,0.793902501406721
793,8e41514a05f25cd13af2aad72755738c,KSSL.SSL,8e41514a05f25cd13af2aad72755738c,155553XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.3502,55.8955,0.03953
794,342c2d1303eb04c3198d4596b85aa119,KSSL.SSL,342c2d1303eb04c3198d4596b85aa119,249380XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.12662,1.25926,0.11314
795,f5b703c52ef606ac1ef2796208af88cc,KSSL.SSL,f5b703c52ef606ac1ef2796208af88cc,245806XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.1431,2.21567,0.07539
796,8ea3796ba9ed0e7376e0abadf4b07ff4,LUCAS.WOODWELL.SSL,8ea3796ba9ed0e7376e0abadf4b07ff4,11742,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.19,40.6,0.347843879482326
797,4ceb6af9f83391a4a0204ebc5a1ea3d6,KSSL.SSL,4ceb6af9f83391a4a0204ebc5a1ea3d6,155523XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.76529,2.74621,0.09607
798,5f9f453bc412b2ca11f5a1a484cfd67b,KSSL.SSL,5f9f453bc412b2ca11f5a1a484cfd67b,258087XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.09123,2.18256,0.12412
799,388ef6efdf5a8450b3be1b232f235359,KSSL.SSL,388ef6efdf5a8450b3be1b232f235359,222665XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.05787,25.1225,0.50607
800,6a0c327551c649e439e75207fd0c9dea,KSSL.SSL,6a0c327551c649e439e75207fd0c9dea,55065XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04071,1.17231,0.25537
801,6b320606f82d6e78389c83d90d839463,KSSL.SSL,6b320606f82d6e78389c83d90d839463,157792XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.24073,6.2843,0.25081
802,932a69fee8656a6fb77bdfa091d4cf85,KSSL.SSL,932a69fee8656a6fb77bdfa091d4cf85,212465XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.12258,3.22509,0.61945
803,01fdadbba4afa19b0d6a5d79c03a4f3b,KSSL.SSL,01fdadbba4afa19b0d6a5d79c03a4f3b,155864XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.21379,9.85329,1.80692
804,6c411b76c88d81272c19254bf3ff5070,KSSL.SSL,6c411b76c88d81272c19254bf3ff5070,271105XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.11122,2.17107,0.40855
805,663a4ae7d3046b73f1c3254f2574cf19,KSSL.SSL,663a4ae7d3046b73f1c3254f2574cf19,248322XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.51799,14.16793,1.68358
806,dbaa7cfc185ea2895116957bf614b867,KSSL.SSL,dbaa7cfc185ea2895116957bf614b867,275070XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,2.1616,0.0
807,bcf60c083aa40544d7d0c7a3e868f422,KSSL.SSL,bcf60c083aa40544d7d0c7a3e868f422,248223XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.22683,19.41711,0.20631
808,1a24e88ead0079697d5f05e0c8eb04fa,KSSL.SSL,1a24e88ead0079697d5f05e0c8eb04fa,248118XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.45912,43.93401,0.72614
809,9c81ebdf51bdc265fe3b28445d9abf6c,KSSL.SSL,9c81ebdf51bdc265fe3b28445d9abf6c,226780XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.13653,1.47694,0.30242
810,24f01c396d6c358d591a99496e72bf4e,KSSL.SSL,24f01c396d6c358d591a99496e72bf4e,256636XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.22934,10.41679,0.43089
811,e28629c2e9c1efe0e158a0c3a547086c,KSSL.SSL,e28629c2e9c1efe0e158a0c3a547086c,250643XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04024,16.11485,0.11573
812,9afeeb117aef4d81145094607cd3b366,KSSL.SSL,9afeeb117aef4d81145094607cd3b366,276365XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,1.29637,0.28387
813,32e7ae1a80c129fb3af42a182a0f8a3f,KSSL.SSL,32e7ae1a80c129fb3af42a182a0f8a3f,159356XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,1.07208,0.0
814,ee2f82a94390acd78a61f91772235f66,KSSL.SSL,ee2f82a94390acd78a61f91772235f66,123461XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.00424,1.46447,1.04739
815,763902a700685d5c514d41f647e733c3,KSSL.SSL,763902a700685d5c514d41f647e733c3,237696XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.02462,3.66054,0.44718
816,94d7fa92e4f0e0100b8fcfe08ef89291,KSSL.SSL,94d7fa92e4f0e0100b8fcfe08ef89291,258361XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.82284,63.9029,2.24548
817,677ec495bc1f8f1e17d2328a4472a5d8,KSSL.SSL,677ec495bc1f8f1e17d2328a4472a5d8,244076XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.6009,27.45057,1.46527
818,40a98766ddd13c7c09ec9861c9574bf8,KSSL.SSL,40a98766ddd13c7c09ec9861c9574bf8,256426XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.25013,4.9682,0.44469
819,f65112d86f9e74fed8e25924e81d5771,KSSL.SSL,f65112d86f9e74fed8e25924e81d5771,227216XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.17013,13.05535,2.27321
820,c16886c485b9c66933fd0614713fad0d,KSSL.SSL,c16886c485b9c66933fd0614713fad0d,212467XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.11841,33.57958,0.59613
821,88650ee4ef05a13eaf223de9c0649e0d,KSSL.SSL,88650ee4ef05a13eaf223de9c0649e0d,207223XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.1073,3.74544,0.73876
822,39ffd25e64ac1512afa71e6e83e5458e,KSSL.SSL,39ffd25e64ac1512afa71e6e83e5458e,69171XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.14107,3.83125,0.43718
823,f74cd7b369366f1aa889ae73684d7175,KSSL.SSL,f74cd7b369366f1aa889ae73684d7175,158408XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.30705,2.98546,0.36719
824,e5a16b47066ffce05ec9bac351571df6,KSSL.SSL,e5a16b47066ffce05ec9bac351571df6,248139XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.18319,9.73989,0.12435
825,0e6f8ad910e279ae840aa0f2962ddbb7,KSSL.SSL,0e6f8ad910e279ae840aa0f2962ddbb7,251271XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.23818,1.79234,0.35029
826,25a43deca689d04432f8ee785774368d,KSSL.SSL,25a43deca689d04432f8ee785774368d,155130XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04972,4.88691,0.15353
827,e3587728fb527045feb8b2f818b254c0,KSSL.SSL,e3587728fb527045feb8b2f818b254c0,155900XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.2905,71.5755,1.90506
828,0d9f230a62237c7b50c4e60cc2caf606,KSSL.SSL,0d9f230a62237c7b50c4e60cc2caf606,154280XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.35521,9.83131,1.1257
829,52c8c1d88d959d819807a57612779e67,KSSL.SSL,52c8c1d88d959d819807a57612779e67,247708XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.39013,83.75382,3.0254
830,a93d19a6d009df5b3cc8c7636599e934,KSSL.SSL,a93d19a6d009df5b3cc8c7636599e934,187524XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.22062,7.16623,0.12475
831,62212814fc76edd611fbce65794fdcdc,KSSL.SSL,62212814fc76edd611fbce65794fdcdc,222689XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.5136,2.53243,0.38229
832,569a2007d9e344cd713ffc1ce0ffae17,KSSL.SSL,569a2007d9e344cd713ffc1ce0ffae17,268369XN,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XN: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.12098,2.61013,0.09185
833,373063c7a6ef3b36f4839b4d43d2a7c2,KSSL.SSL,373063c7a6ef3b36f4839b4d43d2a7c2,250410XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.18278,52.69248,0.07114
834,2f2224b706cd4b6e6fba4424e875dea0,KSSL.SSL,2f2224b706cd4b6e6fba4424e875dea0,257778XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.55426,3.53555,0.17491
835,278162d98adfa58daadd49bad86c6a82,KSSL.SSL,278162d98adfa58daadd49bad86c6a82,257856XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.02016,0.49696,0.09889
836,248bf86cf754298bb30dc68cf5e4e189,KSSL.SSL,248bf86cf754298bb30dc68cf5e4e189,152504XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,3.1181,19.2192,0.67219
837,c558596eeb4f44ef4d162c6bbad95b90,KSSL.SSL,c558596eeb4f44ef4d162c6bbad95b90,163303XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,9.10549,0.0227
838,123a0e1ebc5d3650ee548a26ec055c7a,KSSL.SSL,123a0e1ebc5d3650ee548a26ec055c7a,248665XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.12304,8.71475,0.4806
839,c848a6cc3f10c191eaf18225c5eabdef,KSSL.SSL,c848a6cc3f10c191eaf18225c5eabdef,293050XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.10527,3.54102,0.7927
840,db1f8ed5290436e6e98660d3f2602d1e,KSSL.SSL,db1f8ed5290436e6e98660d3f2602d1e,254866XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.85848,77.92716,4.1887
841,ce52f3cd254c8174e8c30daa6d9fcf76,KSSL.SSL,ce52f3cd254c8174e8c30daa6d9fcf76,119619XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.10244,0.76317,0.85844
842,51f41084ef32c9452e39e7523c2bbc61,KSSL.SSL,51f41084ef32c9452e39e7523c2bbc61,226295XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.22536,2.6601,0.56762
843,9dc33ff4c6af6332fabb534aa35c3e51,KSSL.SSL,9dc33ff4c6af6332fabb534aa35c3e51,261129XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.05558,2.03602,0.0
844,24749007d138208ee97624c9b090999a,KSSL.SSL,24749007d138208ee97624c9b090999a,223592XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06802,2.24092,0.41857
845,da3034d612b2c3e102b93526b68e79f4,KSSL.SSL,da3034d612b2c3e102b93526b68e79f4,258344XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.20216,13.35983,1.27913
846,61109d6b54c5607c0a202589a3587805,KSSL.SSL,61109d6b54c5607c0a202589a3587805,249700XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.1222,3.18599,0.29445
847,69e3fc97a50a08ca83d6ad0b4af4eae0,KSSL.SSL,69e3fc97a50a08ca83d6ad0b4af4eae0,259662XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.26256,14.93019,0.82639
848,1a2cb4885d6cdcab86dc57250c6bae8b,KSSL.SSL,1a2cb4885d6cdcab86dc57250c6bae8b,57292XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.11192,13.43661,1.36982
849,6e34250276675d830e2f48691ac9ca7a,KSSL.SSL,6e34250276675d830e2f48691ac9ca7a,65357XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.3426,5.12655,0.43636
850,ed104a48a1043244908bda0093b0de1e,KSSL.SSL,ed104a48a1043244908bda0093b0de1e,254228XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05104,29.86607,0.16829
851,60c3e7a46f9c979a56f438710e9baa75,KSSL.SSL,60c3e7a46f9c979a56f438710e9baa75,226269XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.1454,2.22166,0.74923
852,318c239f9e8b18f935858848c6556cd6,KSSL.SSL,318c239f9e8b18f935858848c6556cd6,246217XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.12071,11.7874,0.0
853,f66e9b4f62e61d212b41211455f99015,KSSL.SSL,f66e9b4f62e61d212b41211455f99015,229480XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.40434,37.46311,1.68873
854,d04947e84b39302a5abe9c8461deb011,KSSL.SSL,d04947e84b39302a5abe9c8461deb011,152038XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.07589,0.41079,0.02384
855,630be0429c8f24813891b533f5865312,KSSL.SSL,630be0429c8f24813891b533f5865312,256971XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.68824,17.47152,2.43397
856,11306285570a3c89c354738fcaa3447b,KSSL.SSL,11306285570a3c89c354738fcaa3447b,153667XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.12208,20.36021,0.38858
857,f57b959250a5d6dd0a4f251ef45aebde,KSSL.SSL,f57b959250a5d6dd0a4f251ef45aebde,261144XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.01,0.80516,0.0
858,5d60d1b85cbe4410ba5bcdb8416e0297,KSSL.SSL,5d60d1b85cbe4410ba5bcdb8416e0297,258264XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06075,9.05551,0.06683
859,0007baeacbd7351ca6e13e1174b21d44,KSSL.SSL,0007baeacbd7351ca6e13e1174b21d44,257015XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.34765,55.00981,7.88817
860,6eaee95400be35aea8ec728ca7f09129,KSSL.SSL,6eaee95400be35aea8ec728ca7f09129,237911XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.13787,26.32439,0.35212
861,ee2cd15df288c73389dca5e038e33547,KSSL.SSL,ee2cd15df288c73389dca5e038e33547,253396XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.43414,14.87688,0.46495
862,c0b80e3ea1abaf21246cc4955af7c311,KSSL.SSL,c0b80e3ea1abaf21246cc4955af7c311,256659XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.34797,8.17425,1.4081
863,10777d580745238943356a4567a4672a,KSSL.SSL,10777d580745238943356a4567a4672a,66568XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.03676,0.49837,0.25779
