family,target,budget,repeat,fold,model,preprocessing,fit_seconds,model_bytes,mae,rmse,r2,rpiq,baseline_rmse,rmse_improvement_pct,best_epoch,validation_loss,parameters,device
PLS–RBF-SVR,K,60,1,1,PLS–RBF-SVR,SNV + latent scores,0.004318582999985665,504309,1.2043668315483724,1.6992897600889303,-0.26284613329502293,0.6273800923729632,1.7422233128591942,2.464296766859632,,,,
PLS–RBF-SVR,K,60,1,2,PLS–RBF-SVR,SNV + latent scores,0.004660624981625006,504769,0.6806966767234818,0.8704744042675251,-0.2915261824453974,0.29499144229987306,0.7721704359016197,-12.730864041838302,,,,
PLS–RBF-SVR,K,60,1,3,PLS–RBF-SVR,SNV + latent scores,0.004459916992345825,504769,1.710629221057343,2.9396326690934083,0.32171920154221123,1.3805347323383714,4.214779893742693,30.25418306048157,,,,
PLS–RBF-SVR,K,60,1,4,PLS–RBF-SVR,SNV + latent scores,0.005911415995797142,504861,0.7746408183085575,0.9482170231219871,0.08098688461103343,1.7571147217280128,1.1509060057481812,17.611254230481666,,,,
PLS–RBF-SVR,K,60,1,5,PLS–RBF-SVR,SNV + latent scores,0.0046435410040430725,505045,1.785507418220875,4.028430299515058,0.036995700735507286,0.11515155172371773,4.2628855924161515,5.49991989740937,,,,
PLS–Cubist,N,60,1,1,PLS–Cubist,SNV + latent scores,0.02259408400277607,527442,0.2471233102123731,0.40197340469917736,0.7165388390652694,0.9053335264116412,0.8273192038798165,51.41253789177466,,,,
PLS–Cubist,N,60,1,2,PLS–Cubist,SNV + latent scores,0.013466750009683892,522161,0.12655754879480913,0.14901116883988075,0.8732657051993167,2.3161183331892063,0.46707949910409613,68.09725772043119,,,,
PLS–Cubist,N,60,1,3,PLS–Cubist,SNV + latent scores,0.012984875007532537,519887,0.22720731350046963,0.29256269436107823,0.4542810246151493,1.5233486995780534,0.4375478100257541,33.13583392318705,,,,
PLS–Cubist,N,60,1,4,PLS–Cubist,SNV + latent scores,0.013418334012385458,524238,0.19320766445451878,0.25882579810921724,0.8754736128945507,1.4257755706572988,0.814515361273193,68.22333740831616,,,,
PLS–Cubist,N,60,1,5,PLS–Cubist,SNV + latent scores,0.013147999998182058,520139,0.19323552313138756,0.331821541376352,0.8957883140705425,2.8525272834123983,1.1990443582112937,72.32616632537635,,,,
PLS–Cubist,P,60,1,1,PLS–Cubist,SNV + latent scores,0.013213625003118068,523849,11.830201475200388,16.904855751503963,0.2954094305769992,0.9167442909781263,24.156710923220352,30.020043683784905,,,,
PLS–Cubist,P,60,1,2,PLS–Cubist,SNV + latent scores,0.012226249993545935,522172,6.115164966909546,7.84945082864724,0.14454575894077126,1.047929362138268,8.905309097695598,11.856503322513307,,,,
PLS–Cubist,P,60,1,3,PLS–Cubist,SNV + latent scores,0.01190287500503473,515650,19.902296442656603,29.619583077845935,0.07590706264123526,1.0114616543136958,35.065729919698306,15.531251892728969,,,,
PLS–Cubist,P,60,1,4,PLS–Cubist,SNV + latent scores,0.012524084013421088,519606,17.26686606270033,35.533004369113726,-0.0534922881448352,0.4743347149854413,37.77928612426888,5.945802543135332,,,,
PLS–Cubist,P,60,1,5,PLS–Cubist,SNV + latent scores,0.014136624988168478,519333,12.48232452255836,18.31536733470007,-1.7219996259499637,0.5629563585364392,11.516071309372032,-59.04180204055025,,,,
PLS–Cubist,K,60,1,1,PLS–Cubist,SNV + latent scores,0.01288083297549747,522115,1.1412015660395078,1.7390813419294882,-0.32268171400546164,0.6130251305382869,1.7422233128591942,0.180342606284477,,,,
PLS–Cubist,K,60,1,2,PLS–Cubist,SNV + latent scores,0.01291037502232939,519951,0.8915569351663248,1.3469444104708665,-2.0923635718561058,0.1906407554787162,0.7721704359016197,-74.43615396879522,,,,
PLS–Cubist,K,60,1,3,PLS–Cubist,SNV + latent scores,0.013341249985387549,522624,1.9626791248990507,3.484611624304311,0.046913858951237564,1.1646247667012868,4.214779893742693,17.323995270130187,,,,
PLS–Cubist,K,60,1,4,PLS–Cubist,SNV + latent scores,0.013008541980525479,525346,0.926982396792735,1.1484353265610387,-0.34809128155689684,1.4507792055734896,1.1509060057481812,0.214672542744823,,,,
PLS–Cubist,K,60,1,5,PLS–Cubist,SNV + latent scores,0.01306437500170432,521408,1.8409153195422616,4.088721112486336,0.007954718212306533,0.11345356830119338,4.2628855924161515,4.085600613811006,,,,
PLS–Extra Trees,N,60,1,1,PLS–Extra Trees,SNV + latent scores,0.10377212497405708,1323928,0.3166469684496876,0.5222637540117726,0.5215035797368441,0.6968126683204531,0.8273192038798165,36.872763068649725,,,,
PLS–Extra Trees,N,60,1,2,PLS–Extra Trees,SNV + latent scores,0.09817358301370405,1325224,0.1390761474614011,0.16688109567134307,0.841046243861716,2.0681042308093227,0.46707949910409613,64.27137222005307,,,,
PLS–Extra Trees,N,60,1,3,PLS–Extra Trees,SNV + latent scores,0.10017966598388739,1324504,0.17984979547418645,0.2438717425582566,0.6208124024264462,1.8274975006320637,0.4375478100257541,44.263978250993354,,,,
PLS–Extra Trees,N,60,1,4,PLS–Extra Trees,SNV + latent scores,0.09634220800944604,1317160,0.27517902884054146,0.42329619010179337,0.666930409163239,0.8717949951575445,0.814515361273193,48.030913813568034,,,,
PLS–Extra Trees,N,60,1,5,PLS–Extra Trees,SNV + latent scores,0.10229112498927861,1321480,0.3528341715330505,0.7039433529523018,0.5309893613165572,1.3446110344394937,1.1990443582112937,41.291300181552245,,,,
PLS–Extra Trees,P,60,1,1,PLS–Extra Trees,SNV + latent scores,0.09937087501748465,1319032,13.92542778642005,22.061836005236167,-0.20004405952394255,0.7024542289373301,24.156710923220352,8.672020477632623,,,,
PLS–Extra Trees,P,60,1,2,PLS–Extra Trees,SNV + latent scores,0.09868362499400973,1325800,5.661415915531499,7.945656588099031,0.12344772953780747,1.035241066461439,8.905309097695598,10.776184173605984,,,,
PLS–Extra Trees,P,60,1,3,PLS–Extra Trees,SNV + latent scores,0.09884033299749717,1321480,20.102308412256296,34.21622613202911,-0.23316725374504865,0.8755808540777653,35.065729919698306,2.422604034236822,,,,
PLS–Extra Trees,P,60,1,4,PLS–Extra Trees,SNV + latent scores,0.09848045802209526,1328680,18.466649300680345,37.18704247744242,-0.1538537927307364,0.4532368367348365,37.77928612426888,1.5676411800857502,,,,
PLS–Extra Trees,P,60,1,5,PLS–Extra Trees,SNV + latent scores,0.10138358399854042,1317880,8.527479257936792,11.549201420700786,-0.08233251545310871,0.8927675710563857,11.516071309372032,-0.28768588209237717,,,,
PLS–Extra Trees,K,60,1,1,PLS–Extra Trees,SNV + latent scores,0.0939337500021793,1322632,1.004175196873122,1.668545495347062,-0.2175636215689476,0.6389400646407138,1.7422233128591942,4.228953714964255,,,,
PLS–Extra Trees,K,60,1,2,PLS–Extra Trees,SNV + latent scores,0.10143716700258665,1316728,0.7306586422787612,1.0201175015385437,-0.7737467019426842,0.2517185516499031,0.7721704359016197,-32.11040647359288,,,,
PLS–Extra Trees,K,60,1,3,PLS–Extra Trees,SNV + latent scores,0.09654008300276473,1324360,2.1928232092638886,3.727967652325931,-0.09085659849592576,1.0885998427234185,4.214779893742693,11.550122513858643,,,,
PLS–Extra Trees,K,60,1,4,PLS–Extra Trees,SNV + latent scores,0.09809783298987895,1324216,0.7814926567713923,0.9409660627827708,0.09498842417518683,1.770654815959492,1.1509060057481812,18.24127616997989,,,,
PLS–Extra Trees,K,60,1,5,PLS–Extra Trees,SNV + latent scores,0.08530204198905267,1322632,1.6568703420520343,4.066641528669112,0.01864011561651857,0.11406955757711297,4.2628855924161515,4.603549860595977,,,,
PCA–Gaussian Process,N,60,1,1,PCA–Gaussian Process,SNV + latent scores,0.015855707984883338,362747,0.39077235249923814,0.6241616512117348,0.3165715014879853,0.5830540842961003,0.8273192038798165,24.556126790644896,,,,
PCA–Gaussian Process,N,60,1,2,PCA–Gaussian Process,SNV + latent scores,0.006170917011331767,362747,0.2869481477788447,0.36012114986370947,0.25979201406395136,0.9583649839244822,0.46707949910409613,22.8993885292639,,,,
