family,target,budget,n_folds,model_bytes_median,mae_median,mae_q025,mae_q975,rmse_median,rmse_q025,rmse_q975,r2_median,r2_q025,r2_q975,rpiq_median,rpiq_q025,rpiq_q975,baseline_rmse_median,baseline_rmse_q025,baseline_rmse_q975,rmse_improvement_pct_median,rmse_improvement_pct_q025,rmse_improvement_pct_q975,fit_seconds_median,fit_seconds_q025,fit_seconds_q975
PLS–Extra Trees,N,240,5,3041346.0,0.16076555699055717,0.12358675807002896,0.19129991891656692,0.2823071828016827,0.2164395315322329,0.3830963862145026,0.8446456315241322,0.5733311857062817,0.8735838596129879,1.605215302308677,0.8388169031571397,2.9709816924447003,0.6589564844190157,0.6263512280693511,0.8068582281646978,65.21984056699937,39.55199998343253,66.17186409732281,0.10499441702268086,0.10183757919876371,0.1179562707839068
PLS–Extra Trees,N,300,5,3608787.0,0.1406094554505414,0.09626352227430218,0.18207893466500147,0.27530398524199295,0.14331247059868055,0.35364679139491195,0.8819437099750497,0.7713834061772914,0.918680083314749,1.3704812039216618,1.0541925274297725,2.4295447905210863,0.6828521291514487,0.536062879648823,0.8760678109243822,68.76077762851574,56.51644983918526,73.35770219574933,0.10931925001204945,0.10297794589132536,0.11634197109669912
PLS–Extra Trees,N,1000,5,10287432.0,0.11474898967790764,0.10423830350737755,0.13209597205899368,0.2294550844804749,0.19605240310239463,0.25823397473508763,0.8858547093710096,0.8408335099884716,0.8922728052503023,1.6367260302471909,1.311918467113018,2.1959225447157813,0.7293768163776964,0.6048841161613326,0.8710164003582712,68.94381757777498,62.45167426530413,70.52930699733973,0.19971308298408985,0.19023541217902676,0.21010830829909538
PLS–Extra Trees,P,60,5,1321480.0,13.92542778642005,5.948022249772029,19.9387425010987,22.061836005236167,8.306011071359206,36.88996084290109,-0.1538537927307364,-0.22985493432293805,0.10286970503871584,0.8755808540777653,0.4781585759550859,1.0209937169209338,24.156710923220352,9.166385318863242,37.50793050381182,2.422604034236822,-0.10215317587456443,10.565767804008647,0.09884033299749717,0.09850077471928671,0.10118231310043484
PLS–Extra Trees,P,120,5,1894672.0,10.464417252768465,8.390156897751488,20.58708582930997,18.27482111167765,11.793105409900493,35.873651228735554,-0.0599051262150565,-0.24835169977464389,0.1439376940309397,0.7177203031170141,0.6619568680113901,1.1265242501964727,19.76847331360908,13.142889179329364,36.86941147841375,3.0982814562292065,1.2494819579198841,11.204075621138632,0.10243708299822174,0.09249019169947133,0.10561951280687935
PLS–Extra Trees,P,180,5,2471176.0,13.859338562771258,8.038322501297818,16.914959421105213,24.000072244551724,11.736426716754885,32.26093851850553,-0.028846700190066743,-0.18684881898254488,0.06541681067635284,0.9435424722582108,0.4916003831822561,1.1076184155138933,25.108671899010805,12.49992114904783,33.901286588721355,4.721667653359078,1.6148695995723132,11.331786281524911,0.11274937499547377,0.10479216219100636,0.11518419561907649
PLS–Extra Trees,P,240,5,3043362.0,11.509866545612448,10.243392585598055,17.91611119670919,19.10939496331399,16.650339783155914,37.085276736725675,-0.07431535024958325,-0.1271131302282248,0.08406442931810594,0.901736865416564,0.5346769359571271,0.9995695040377154,20.610192428961092,17.716932698600854,39.025169141342495,6.423584780308746,4.909238588522396,7.53722445526921,0.1136126659985166,0.11109826599131338,0.13163707019411958
PLS–Extra Trees,P,300,5,3614844.0,11.796941675855802,10.825815557081448,13.052278597951561,23.47976911640675,21.278513685712955,24.31017586992047,-0.10351293867223421,-0.1399894023176617,0.08914461258612785,0.6903931814505319,0.3786891692878595,0.8973717286546063,24.563418800971696,22.586016834728547,26.003138938896473,4.528256645310496,3.864881264856606,8.005405293385582,0.11013629101216793,0.10970779578783549,0.11245496220944914
PLS–Extra Trees,P,1000,5,10301841.0,12.38450818801763,9.55432663180695,14.124107864232,24.849253037198892,19.600663932071832,34.09250658481723,0.01702488728958318,-0.030275027673459652,0.09216155544742981,0.6249257819399509,0.5117824880965058,0.7169562497109606,26.217029245656242,21.579038633902833,36.55725768673224,6.7698165823443395,5.340008338947351,9.18928948962746,0.19078875001287088,0.18350127971498295,0.27120125029468906
PLS–RBF-SVR,K,60,5,504769.0,1.2043668315483724,0.6900910908819894,1.7780195985045217,1.6992897600889303,0.8782486661529713,3.9195505364728933,0.036995700735507286,-0.28865817753035994,0.2976459698490934,0.6273800923729632,0.13313554078133327,1.7194567227890485,1.7422233128591942,0.8100439928862758,4.258075022548805,5.49991989740937,-11.211347960968508,28.989890177481577,0.0046435410040430725,0.004332716399221681,0.005786336894379928
PLS–RBF-SVR,K,120,5,515762.0,0.9975066269025662,0.7196411822400309,1.4273862128669763,1.430287463328551,1.1213604860066555,3.049580780219613,0.05599428867050116,-1.1098090420161442,0.43534327110804527,0.6944814914085559,0.3453333084649572,1.1218667398358115,1.6675276701993704,1.2055178623700742,3.892959826815275,11.98281983065876,-28.639628336962843,32.58324070602938,0.007066375022986904,0.006983796114218422,0.007775883379508741
PLS–RBF-SVR,K,180,5,527306.0,0.8566922919079922,0.7017485382101691,1.2337796076786491,1.1706385153101564,0.9161912165424186,2.5014188213125776,0.17536137965913923,-0.7120048779397861,0.29343018966398293,0.7484040202160559,0.5501261886308059,1.2328483489075879,1.2378774138601372,0.977047725526068,3.059387497830929,17.76708832796125,-14.879577021365789,22.397254510292633,0.0138147090037819,0.010224875007406809,0.015707279095659034
PLS–RBF-SVR,K,240,5,538298.0,0.9760569966970326,0.6416911053076442,1.0204765688356456,1.4900555145574683,0.9970690051925898,2.0753405866462855,0.1776714717398754,-0.5444497667307007,0.5804599113667113,0.8214526157191657,0.5137886421204765,1.0957555126021599,1.6445064057924157,1.3565737456804083,2.3979313097170305,13.008599711762725,-9.544640457462512,39.67771110526586,0.014321333001134917,0.012338458705926314,0.015313499697367661
PLS–RBF-SVR,K,300,5,549566.0,0.7143109225724255,0.6446709465635467,0.8913848471623206,1.0502198072115845,0.9718153843360078,2.023495872590677,0.2584947036066281,-0.27118731479104113,0.5732630848673566,0.9155313222396576,0.4833295039676691,1.4614486130372006,1.7944552577890898,0.9913010292671727,2.2555117577821506,21.66945146924875,-3.394362637474562,40.74142402479433,0.017679041979135945,0.015513121194089763,0.019049166594049892
PLS–RBF-SVR,K,1000,5,676174.0,0.64679576406277,0.5936202881553877,0.8169160670465069,1.2053257645659694,1.0062207956217357,1.8313934044347635,0.3403914346095702,-0.03888701328117889,0.474142750412457,0.8443814372388949,0.6133208630054081,0.9881246759654402,1.4706884680181938,1.2668658553636363,2.381657945663552,23.461770428694035,4.724510387628989,31.552124123263507,0.08830100001068786,0.08408024140226189,0.08952179638727102
PLS–RBF-SVR,N,60,5,504125.0,0.3245802087699595,0.24853948136824536,0.3695216326023122,0.47161682774688185,0.314668324571537,0.687861083789498,0.5205970121462549,-0.3319853143155103,0.7723988827342463,1.0999609034868698,0.7864878282759539,1.30745363311473,0.814515361273193,0.4405009789335883,1.161871842778146,40.644429491456,-3.6951156484911767,57.20875873190738,0.004395791998831555,0.003925099709886126,0.0269750041217776
PLS–RBF-SVR,N,120,5,513461.0,0.2313883254556456,0.14238552936081397,0.34309681966431016,0.2904956643696197,0.21268465942339973,0.6332247411151651,0.6536393773161531,0.376380450389017,0.8839728590766056,1.2217077358289805,0.3706586451637264,1.8490039082878331,0.7145803969113622,0.46395898467337815,0.9855363399675784,43.53528006334388,34.717734957835276,69.67576125132756,0.006620708998525515,0.00644501670030877,0.02916680410853587
PLS–RBF-SVR,N,180,5,522338.0,0.18710678417205634,0.1848405674539626,0.23980772701608016,0.30962519699978724,0.25764659282231334,0.4882899739783271,0.7768918460522479,0.41944018482062584,0.831054637730833,1.5651634761754307,0.6900151564553267,1.9561728087056687,0.6916219281567669,0.5842377847924475,0.8262379634532007,56.104282615551796,29.020186516313625,63.77210139253831,0.011478667001938447,0.010156637796899303,0.01581793332588859
PLS–RBF-SVR,N,240,5,531214.0,0.1806720778418339,0.13857375887448042,0.21776006142446802,0.3237019977377311,0.22308845459802412,0.46360395842474067,0.7724721734866333,0.3780678270972082,0.8653054053458216,1.3650170748445294,0.7082297883437588,2.6397499637263397,0.6589564844190157,0.6263512280693511,0.8068582281646978,57.595635009492845,27.12667383383966,65.14908030735631,0.012718416983261704,0.009990375026245602,0.03302428310562391
PLS–RBF-SVR,N,300,5,539998.0,0.14132381867447394,0.12473668656962811,0.1842493089821881,0.22747507677063425,0.17946438345565977,0.41313827529786007,0.8681104088988427,0.6915973373062446,0.8989539656263096,1.4548122632343659,1.1631009917703559,2.0626461979345776,0.6828521291514487,0.536062879648823,0.8760678109243822,65.9620050513915,49.86486107460697,71.07359957492027,0.015370291977887973,0.014274924399796874,0.020610750003834256
PLS–RBF-SVR,N,1000,5,643778.0,0.1357751383537401,0.12661387774061209,0.14075679273474923,0.24357738192382505,0.21858361074024535,0.2547950049718322,0.8722799449809312,0.8041301567289463,0.8998159393295229,1.7087874810732167,1.1824288394458078,1.9743319542447502,0.7293768163776964,0.6048841161613326,0.8710164003582712,67.08396119232184,58.37877558468337,71.5719633628413,0.06082529199193232,0.05475910418317653,0.10252260031411424
PLS–RBF-SVR,P,60,5,505321.0,15.12167978696723,9.131824150482226,19.49543341553044,23.586086060871253,14.800226596870159,37.11021062231276,-0.3715942165338151,-1.905059784832297,0.07462726419280785,0.6570581469093281,0.45505701481092015,0.9923015194273059,24.156710923220352,9.166385318863242,37.50793050381182,-0.5733734687614459,-62.276210110406275,15.447855668768016,0.0044009999837726355,0.004022507698391564,0.0047802214074181395
PLS–RBF-SVR,P,120,5,517142.0,13.24532163352533,12.986101247233448,24.69809681934794,27.355825685652814,19.286306347851582,38.96152794075536,-0.4433626948424205,-5.274106686789674,-0.39610212303444176,0.5911177818507914,0.42164722740025024,0.7342519877104496,19.76847331360908,13.142889179329364,36.86941147841375,-13.438012292156827,-137.5029521205828,-4.308788420115249,0.007188749994384125,0.007117012815433555,0.00752124592254404
PLS–RBF-SVR,P,180,5,528962.0,16.026726520056833,12.695986637072254,20.336597802840174,25.604665059707933,19.464172700595835,31.57121862548439,-0.3681995009904595,-1.719243437425624,0.22842488297312125,0.6301098191466019,0.5437864990050951,0.9156381189566104,25.108671899010805,12.49992114904783,33.901286588721355,-5.9290333829925315,-61.158311049007715,18.1833362556811,0.01260533300228417,0.0110380457888823,0.01799215862120036
PLS–RBF-SVR,P,240,5,540782.0,13.995307651963868,11.940402176225351,19.008210556573317,21.217335396998077,18.647693466988976,35.32326492333084,-0.1924548976207836,-0.3783826350960666,0.02076494045127509,0.8053160056308932,0.49037567009898575,0.9650682138980693,20.610192428961092,17.716932698600854,39.025169141342495,-2.9458384249913085,-5.2569970322683295,9.317423180482471,0.013599124999018386,0.012660654087085277,0.01467632081185002
PLS–RBF-SVR,P,300,5,552418.0,13.106478728171632,10.424949571171679,14.235517444113743,21.102244237831187,18.27650734619462,25.44731783400389,-0.04017467882634862,-0.2278626101743906,0.44941077201869034,0.6675638902425954,0.48616143798961464,0.9332577909810047,24.563418800971696,22.586016834728547,26.003138938896473,8.734697564993828,-0.9159712678906988,28.686656040067135,0.017471416998887435,0.016560600293450987,0.018728596210712566
PLS–RBF-SVR,P,1000,5,690250.0,12.994192043228763,10.329732794880291,14.565564009388662,24.76326999462261,18.591320956391968,33.068753639794,0.06729648671780863,-0.0638763181442111,0.1922568523044896,0.638506135647852,0.5271793872747795,0.7011231519546358,26.217029245656242,21.579038633902833,36.55725768673224,7.785975149509024,5.096036512225221,14.224205615266172,0.08189233398297802,0.07795686600729823,0.08344150479824748
Tiny 1D CNN,K,60,5,207916.0,1.0096927801584734,0.7015050490886849,2.193017662621811,1.6395836104092665,0.9837634594133052,4.205557480161612,-0.23248141789022325,-0.5589128439476758,-0.07432876911963347,0.6502264110745214,0.12544277240356885,1.335791114194719,1.7422233128591942,0.8100439928862758,4.258075022548805,0.7115150215835979,-22.22108459626598,5.9743751046648095,1.2091126659943257,0.8366006794007262,4.607716004204121
Tiny 1D CNN,K,120,5,207916.0,0.9934660552388545,0.5536070702309047,1.6685188989463893,1.4840241415910986,0.9567007461025956,3.5718189391986397,-0.0053506039350239565,-0.07263157627160402,0.3319976620402065,0.818445597248477,0.38638529428784707,1.025376670122809,1.6675276701993704,1.2055178623700742,3.892959826815275,11.004526754649415,7.333748841854774,20.874833499248012,1.5741117919969838,0.7804434002930065,3.267221500308369
Tiny 1D CNN,K,180,5,207916.0,0.7119934256414596,0.5716978036017908,1.4330509192143281,1.0797282547587337,0.7961937530062895,2.7985206508867995,0.1435691877676194,-0.07158126220966539,0.19691067535420928,0.6749113140546322,0.5736176531753505,1.7269121419706595,1.2378774138601372,0.977047725526068,3.059387497830929,11.48402898175748,8.520282990245773,18.77441543461947,2.7925608750083484,1.3879810746846488,3.8136650041968094
Tiny 1D CNN,K,240,5,207916.0,0.7970401017378711,0.6747312607050652,0.9830807512882718,1.3915888519480644,1.1530946362740675,2.1397410293864816,0.1394532397215399,-0.01572486236364743,0.1792731880226289,0.6032744505137293,0.44681225927521534,1.1764775730829866,1.6445064057924157,1.3565737456804083,2.3979313097170305,14.806957093243435,4.9204888607604955,16.353450348540342,2.388853791024303,1.624366908322554,5.033854182704817
Tiny 1D CNN,K,300,5,207916.0,0.8375348683041375,0.5826514904864067,0.935372229435671,1.5487439518570292,0.8566801099852696,2.0758438067587335,0.07305701951325094,0.04208142802287131,0.29943191200865493,0.8112934673960707,0.4615018430777085,1.5130144398192094,1.7944552577890898,0.9913010292671727,2.2555117577821506,11.932912485641284,7.965818433972629,24.00543604493227,3.566799624997657,2.013936088103219,4.061304929215112
Tiny 1D CNN,K,1000,5,207916.0,0.6396201827103049,0.5499784177816419,0.8603231879224691,1.0896443037944181,0.9836674530153978,2.016924297675861,0.34331450813010245,0.18717389147038074,0.4630736096379595,0.9327271651335807,0.5638681895123299,0.9843541025927455,1.4706884680181938,1.2668658553636363,2.381657945663552,25.600817642872546,15.112143934474068,30.69619082277262,12.406764166982612,9.929854957989301,21.455860925008892
Tiny 1D CNN,N,60,5,207916.0,0.2443955421159664,0.17447427275158714,0.3509161067871203,0.31013814926442895,0.21405519858681823,0.6793886985534467,0.639148288950745,0.4093295254076347,0.8154155073996862,1.3435808918630663,0.8411482354853995,1.6701193704881263,0.814515361273193,0.4405009789335883,1.161871842778146,45.17964814264469,30.809307708616497,61.37143834944301,1.2091126659943257,0.8366006794007262,4.607716004204121
Tiny 1D CNN,N,120,5,207916.0,0.15766698227368928,0.1342827923186792,0.5492659600315482,0.27870424210635786,0.2024010493781852,0.8851915052136556,0.7842629791557651,-0.24827977636482063,0.8957497352228849,0.9315251107693043,0.46229181946006404,1.9509092124942915,0.7145803969113622,0.46395898467337815,0.9855363399675784,56.270223131595586,9.800378969487225,71.24469592446331,1.5741117919969838,0.7804434002930065,3.267221500308369
Tiny 1D CNN,N,180,5,207916.0,0.1945695365304024,0.1426548816398136,0.20774007867164082,0.3410341021464981,0.21585700297789687,0.42580545877108156,0.5952526047009509,0.5586057056063233,0.8976582327863489,1.311547722602418,0.7888145369952161,2.8107279689174596,0.6916219281567669,0.5842377847924475,0.8262379634532007,40.87700024515927,38.07541295171215,71.4875967090932,2.7925608750083484,1.3879810746846488,3.8136650041968094
Tiny 1D CNN,N,240,5,207916.0,0.1552435301932528,0.14087416492617214,0.15893023234468961,0.28662486533291687,0.21368567744013622,0.3273613360331358,0.8343174764421222,0.6886371973859521,0.8799291906319542,1.164063287148493,0.9727564545936032,3.1005694222482663,0.6589564844190157,0.6263512280693511,0.8068582281646978,63.81474351521118,47.88578037952341,67.29007075775303,2.388853791024303,1.624366908322554,5.033854182704817
Tiny 1D CNN,N,300,5,207916.0,0.1596938972786169,0.13043142281001605,0.16658569911805193,0.2840125529330681,0.2436548553107269,0.35024881835156474,0.8465785308323205,0.6832638234907774,0.8626669883431505,1.3835690127473004,0.8650223507209219,1.736771384775367,0.6828521291514487,0.536062879648823,0.8760678109243822,64.35310177424218,47.291503262889655,66.31722927330699,3.566799624997657,2.013936088103219,4.061304929215112
Tiny 1D CNN,N,1000,5,207916.0,0.1074133219966054,0.1020139666410377,0.13523660351418357,0.21142616635704625,0.1823689584185132,0.2702765156202057,0.8709281693644775,0.8339189105066105,0.9302271023497671,1.9991117781435035,1.2964340955534057,2.112577484669186,0.7293768163776964,0.6048841161613326,0.8710164003582712,66.9756099687259,62.02164688447785,76.08267703802439,12.406764166982612,9.929854957989301,21.455860925008892
Tiny 1D CNN,P,60,5,207916.0,15.098674358550609,5.713230279715856,19.510609111189602,24.880987239161637,8.130528266887742,33.97753528217962,-0.13699114176473715,-0.5417718679990658,0.19980094656235917,0.7475964304814169,0.5070977021550183,1.0780704083766752,24.156710923220352,9.166385318863242,37.50793050381182,6.304922946205734,-18.085563897184354,15.160743993036002,1.2091126659943257,0.8366006794007262,4.607716004204121
Tiny 1D CNN,P,120,5,207916.0,12.12671571166254,8.689163349038404,19.80129491588672,20.42443891400034,12.331885204396958,34.919272158203476,-0.1805461447132921,-0.24187606013637417,0.06740707240484113,0.7237627549641972,0.601575201233136,1.0701470783053986,19.76847331360908,13.142889179329364,36.86941147841375,5.382335579139787,-2.5956888312118345,7.188789602610986,1.5741117919969838,0.7804434002930065,3.267221500308369
Tiny 1D CNN,P,180,5,207916.0,14.98212635431502,6.922453572300819,17.4241455578065,24.098938838599487,10.513818157645353,33.18576622338475,-0.1782276755758727,-0.28959353488120765,0.295563472187477,0.9396715619581207,0.478726468184371,1.110695155994673,25.108671899010805,12.49992114904783,33.901286588721355,2.1508574913708327,1.1299463150774849,17.833100425496884,2.7925608750083484,1.3879810746846488,3.8136650041968094
Tiny 1D CNN,P,240,5,207916.0,11.482937535616557,10.83850510674232,17.757719033396857,20.369353695417423,17.53050357283258,37.48343563012179,-0.1251357302813827,-0.24018360082201934,-0.03245798415891539,0.8554987151963169,0.5046639993769622,0.9538581125836281,20.610192428961092,17.716932698600854,39.025169141342495,2.3699314391886266,0.9157150307893678,3.918174607112334,2.388853791024303,1.624366908322554,5.033854182704817
Tiny 1D CNN,P,300,5,207916.0,12.502312449788347,10.295405394114713,13.11626322157642,22.472568014809934,22.275745433010748,25.36656670634655,-0.12524666587089572,-0.21603040308629323,0.001553917412176341,0.7213360079416407,0.3597405341765025,0.8686221895171119,24.563418800971696,22.586016834728547,26.003138938896473,3.3817500679986083,1.2333048996754492,8.026825567167473,3.566799624997657,2.013936088103219,4.061304929215112
Tiny 1D CNN,P,1000,5,207916.0,12.351753792548942,9.492688183335135,14.25165256384857,25.085188186521165,20.363113412678853,34.06616387457355,0.016316032107426826,-0.00832380913015487,0.018790622350416585,0.6153584491861342,0.5095785530822677,0.7173097378232243,26.217029245656242,21.579038633902833,36.55725768673224,6.73620698848279,4.4126555539083405,8.201779366831607,12.406764166982612,9.929854957989301,21.455860925008892
